Opp_ID,Account_Name,Industry,Region,Amount,Stage,Lead_Source,Sales_Notes,Created_Date
OPP-04222,"Knight, Baker and Wilkerson",SaaS,EMEA,161435,Proposal,Partner,They are comparing us to a local competitor in Berlin.,2025-04-17
OPP-04223,James-Miller,HealthTech,APAC,126382,Negotiation,Webinar,"Great call, but internal restructuring might delay the sign-off.",2025-05-10
OPP-04224,Conner-Raymond,AI,EMEA,52911,Negotiation,Webinar,"Highly motivated, looking to close by the end of Q3.",2025-06-27
OPP-04225,"Robinson, Brown and Crawford",Logistics,AMER,141592,Closed Lost,Partner,"Great call, but internal restructuring might delay the sign-off.",2025-09-04
OPP-04226,Miller PLC,HealthTech,AMER,185150,Proposal,LinkedIn,Customer requested a 15% discount; Finance approval pending.,2025-06-30
OPP-04227,Hernandez Ltd,AI,EMEA,242089,Closed Lost,Partner,Customer requested a 15% discount; Finance approval pending.,2025-04-09
OPP-04228,Moore PLC,FinTech,EMEA,110145,Proposal,Partner,Customer requested a 15% discount; Finance approval pending.,2025-11-09
OPP-04229,Hardy-Davis,SaaS,AMER,219315,Negotiation,Partner,"Great call, but internal restructuring might delay the sign-off.",2026-01-22
OPP-04230,Hubbard and Sons,Logistics,APAC,50269,Closed Won,Partner,"Budget is approved, but they need an API integration for Python.",2026-01-10
OPP-04231,Randall Ltd,HealthTech,APAC,110126,Discovery,Webinar,"Budget is approved, but they need an API integration for Python.",2026-02-28
OPP-04232,Perez and Sons,AI,EMEA,206486,Qualification,Partner,Decision maker is hesitant about the pricing structure.,2026-01-05
OPP-04233,Griffin LLC,Logistics,APAC,114843,Proposal,Cold Outbound,"Highly motivated, looking to close by the end of Q3.",2025-10-24
OPP-04234,"Walker, Green and Brown",AI,AMER,89879,Closed Lost,Webinar,Customer requested a 15% discount; Finance approval pending.,2026-02-18
OPP-04235,Jennings Group,Retail,EMEA,49424,Discovery,Webinar,Decision maker is hesitant about the pricing structure.,2025-04-10
OPP-04236,Gaines-Thompson,AI,AMER,42013,Discovery,Partner,Decision maker is hesitant about the pricing structure.,2026-02-09
OPP-04237,Fletcher-Hernandez,Logistics,EMEA,36888,Negotiation,G2 Review,"Great call, but internal restructuring might delay the sign-off.",2025-03-19
OPP-04238,Chapman and Sons,FinTech,AMER,206000,Qualification,G2 Review,Decision maker is hesitant about the pricing structure.,2026-03-08
OPP-04239,"Cooley, Gutierrez and Osborne",FinTech,EMEA,52426,Negotiation,G2 Review,They are comparing us to a local competitor in Berlin.,2025-06-30
OPP-04240,Travis-Long,FinTech,EMEA,209843,Proposal,G2 Review,"Great call, but internal restructuring might delay the sign-off.",2025-03-19
OPP-04241,"Harris, Rice and Graham",AI,AMER,225183,Negotiation,LinkedIn,"Highly motivated, looking to close by the end of Q3.",2025-12-13
OPP-04242,Lyons and Sons,Logistics,APAC,135809,Negotiation,LinkedIn,Decision maker is hesitant about the pricing structure.,2025-10-31
OPP-04243,Taylor LLC,Retail,EMEA,157740,Qualification,Cold Outbound,They are comparing us to a local competitor in Berlin.,2025-04-30
OPP-04244,Mitchell Ltd,Logistics,EMEA,193957,Qualification,LinkedIn,"Budget is approved, but they need an API integration for Python.",2026-02-07
OPP-04245,Howard-Patterson,FinTech,EMEA,26035,Closed Won,G2 Review,"Budget is approved, but they need an API integration for Python.",2026-01-25
OPP-04246,Gomez-Vasquez,FinTech,AMER,221032,Qualification,LinkedIn,"Great call, but internal restructuring might delay the sign-off.",2025-10-03
OPP-04247,Rivers Group,Logistics,APAC,206615,Closed Won,Webinar,"Highly motivated, looking to close by the end of Q3.",2026-02-17
OPP-04248,Pacheco Inc,SaaS,EMEA,163761,Negotiation,Cold Outbound,Customer requested a 15% discount; Finance approval pending.,2025-03-14
OPP-04249,Dunn-Whitney,AI,EMEA,242067,Closed Lost,G2 Review,"Budget is approved, but they need an API integration for Python.",2025-08-09
OPP-04250,Pearson-Williams,Retail,APAC,117667,Proposal,LinkedIn,Decision maker is hesitant about the pricing structure.,2025-12-30
OPP-04251,Robinson Inc,HealthTech,APAC,151191,Qualification,Partner,Customer requested a 15% discount; Finance approval pending.,2025-12-26
OPP-04252,Ferguson PLC,AI,EMEA,148525,Proposal,LinkedIn,Decision maker is hesitant about the pricing structure.,2025-06-17
OPP-04253,"Salas, Vazquez and Bullock",HealthTech,EMEA,64614,Negotiation,LinkedIn,"Highly motivated, looking to close by the end of Q3.",2025-11-22
OPP-04254,Mcbride-Kennedy,Retail,EMEA,209677,Negotiation,Partner,Customer requested a 15% discount; Finance approval pending.,2025-08-19
OPP-04255,Taylor PLC,Retail,AMER,35771,Closed Lost,Partner,They are comparing us to a local competitor in Berlin.,2025-10-07
OPP-04256,Boyd PLC,Retail,AMER,212766,Closed Won,Webinar,"Great call, but internal restructuring might delay the sign-off.",2026-02-11
OPP-04257,Cooper-Jones,SaaS,APAC,98054,Closed Lost,LinkedIn,Customer requested a 15% discount; Finance approval pending.,2025-03-25
OPP-04258,"Nguyen, Carter and Owens",SaaS,APAC,153407,Discovery,Cold Outbound,They are comparing us to a local competitor in Berlin.,2025-06-02
OPP-04259,Ramos-Lewis,AI,AMER,237429,Proposal,G2 Review,They are comparing us to a local competitor in Berlin.,2025-08-19
OPP-04260,Beard and Sons,AI,APAC,128881,Closed Lost,Cold Outbound,They are comparing us to a local competitor in Berlin.,2025-09-20
OPP-04261,"Fowler, Fowler and King",FinTech,EMEA,48978,Proposal,Cold Outbound,Decision maker is hesitant about the pricing structure.,2026-01-18
OPP-04262,Garcia-Davis,HealthTech,APAC,38175,Closed Lost,Cold Outbound,"Budget is approved, but they need an API integration for Python.",2026-02-01
OPP-04263,Saunders-Martinez,AI,APAC,66497,Closed Won,G2 Review,They are comparing us to a local competitor in Berlin.,2026-03-13
OPP-04264,"Hamilton, Lee and Miranda",Retail,EMEA,240050,Qualification,G2 Review,"Highly motivated, looking to close by the end of Q3.",2025-04-26
OPP-04265,Lee LLC,Logistics,EMEA,99636,Qualification,Cold Outbound,"Great call, but internal restructuring might delay the sign-off.",2025-05-22
OPP-04266,"Carter, Wilson and Schaefer",FinTech,AMER,67310,Proposal,LinkedIn,"Great call, but internal restructuring might delay the sign-off.",2025-11-29
OPP-04267,Mendoza Group,Retail,APAC,74749,Closed Lost,Partner,"Great call, but internal restructuring might delay the sign-off.",2025-03-21
OPP-04268,"Flowers, Frazier and West",AI,AMER,125764,Qualification,Webinar,"Great call, but internal restructuring might delay the sign-off.",2025-11-04
OPP-04269,"Moore, Reyes and Gray",Logistics,EMEA,171919,Negotiation,Webinar,"Great call, but internal restructuring might delay the sign-off.",2025-11-04
OPP-04270,French LLC,HealthTech,EMEA,92689,Negotiation,Cold Outbound,Technical gap: missing multi-currency support in the dashboard.,2025-11-14
OPP-04271,Hart-Rodriguez,FinTech,EMEA,97405,Closed Lost,Webinar,"Budget is approved, but they need an API integration for Python.",2026-03-09
OPP-04272,"Nielsen, Rice and Stephens",SaaS,AMER,57961,Proposal,G2 Review,Customer requested a 15% discount; Finance approval pending.,2025-08-28
OPP-04273,Carter and Sons,Logistics,APAC,220721,Closed Lost,LinkedIn,"Highly motivated, looking to close by the end of Q3.",2025-04-25
OPP-04274,Smith Ltd,FinTech,EMEA,238354,Discovery,Partner,"Budget is approved, but they need an API integration for Python.",2025-08-01
OPP-04275,Rangel Ltd,Retail,APAC,41323,Closed Won,G2 Review,"Great call, but internal restructuring might delay the sign-off.",2026-02-26
OPP-04276,"Robinson, Harper and Hall",Logistics,AMER,151644,Closed Won,Webinar,Customer requested a 15% discount; Finance approval pending.,2025-07-21
OPP-04277,"Reid, Smith and Evans",SaaS,APAC,176363,Closed Lost,Partner,Technical gap: missing multi-currency support in the dashboard.,2025-10-20
OPP-04278,Adams and Sons,FinTech,EMEA,31764,Closed Won,Partner,"Budget is approved, but they need an API integration for Python.",2025-07-13
OPP-04279,Taylor-Turner,SaaS,EMEA,182810,Qualification,Webinar,"Budget is approved, but they need an API integration for Python.",2025-12-11
OPP-04280,"Evans, Miller and Willis",HealthTech,EMEA,33299,Closed Won,Cold Outbound,Decision maker is hesitant about the pricing structure.,2025-12-16
OPP-04281,"Johnson, Hancock and Rogers",AI,AMER,193609,Discovery,Webinar,They are comparing us to a local competitor in Berlin.,2025-12-18
OPP-04282,"Jones, Fernandez and Martinez",Retail,APAC,203734,Discovery,Cold Outbound,Technical gap: missing multi-currency support in the dashboard.,2025-04-03
OPP-04283,Tapia LLC,Retail,APAC,137769,Discovery,LinkedIn,They are comparing us to a local competitor in Berlin.,2025-05-02
OPP-04284,Berg Ltd,HealthTech,APAC,223853,Closed Lost,Webinar,Customer requested a 15% discount; Finance approval pending.,2025-11-08
OPP-04285,Castaneda Ltd,AI,AMER,108292,Discovery,LinkedIn,They are comparing us to a local competitor in Berlin.,2025-11-13
OPP-04286,Smith Inc,SaaS,AMER,199556,Discovery,Cold Outbound,They are comparing us to a local competitor in Berlin.,2026-02-21
OPP-04287,Brown LLC,AI,APAC,100954,Qualification,Cold Outbound,They are comparing us to a local competitor in Berlin.,2025-09-10
OPP-04288,"Ellis, Curry and Williams",SaaS,EMEA,35647,Proposal,LinkedIn,Decision maker is hesitant about the pricing structure.,2025-11-19
OPP-04289,"Woods, Miller and Moore",SaaS,EMEA,51790,Discovery,Partner,Decision maker is hesitant about the pricing structure.,2025-05-31
OPP-04290,"Dixon, Garcia and Murphy",SaaS,APAC,103716,Proposal,LinkedIn,"Great call, but internal restructuring might delay the sign-off.",2025-07-21
OPP-04291,Johnston-Coleman,HealthTech,AMER,34396,Closed Lost,LinkedIn,"Highly motivated, looking to close by the end of Q3.",2025-08-04
OPP-04292,Walker-Baker,SaaS,APAC,182553,Closed Lost,LinkedIn,Decision maker is hesitant about the pricing structure.,2025-03-26
OPP-04293,Richardson-Ortiz,AI,EMEA,148433,Proposal,Partner,"Budget is approved, but they need an API integration for Python.",2025-12-08
OPP-04294,Turner-Scott,SaaS,EMEA,153419,Discovery,G2 Review,Technical gap: missing multi-currency support in the dashboard.,2025-03-30
OPP-04295,Herring Ltd,Retail,APAC,46907,Qualification,G2 Review,Decision maker is hesitant about the pricing structure.,2025-10-13
OPP-04296,Rhodes Inc,Retail,AMER,128636,Negotiation,Partner,Decision maker is hesitant about the pricing structure.,2025-09-06
OPP-04297,"Brown, Phillips and Palmer",FinTech,AMER,131419,Proposal,LinkedIn,They are comparing us to a local competitor in Berlin.,2026-01-24
OPP-04298,"Duffy, Douglas and Spears",SaaS,APAC,105968,Discovery,G2 Review,Customer requested a 15% discount; Finance approval pending.,2025-04-22
OPP-04299,"Henson, Smith and Smith",FinTech,AMER,120440,Closed Won,Cold Outbound,Technical gap: missing multi-currency support in the dashboard.,2025-11-20
OPP-04300,"Bell, Andrews and Barnett",FinTech,APAC,121184,Qualification,G2 Review,Technical gap: missing multi-currency support in the dashboard.,2025-08-09
OPP-04301,Turner-Kelley,SaaS,AMER,45004,Discovery,LinkedIn,"Highly motivated, looking to close by the end of Q3.",2025-08-22
OPP-04302,Caldwell-Pena,AI,APAC,116019,Discovery,Webinar,Decision maker is hesitant about the pricing structure.,2025-04-30
OPP-04303,"Osborn, Stewart and Howard",Retail,APAC,122836,Negotiation,Cold Outbound,"Highly motivated, looking to close by the end of Q3.",2025-06-05
OPP-04304,"Peck, Gonzalez and Bowman",Logistics,AMER,125635,Discovery,Cold Outbound,"Great call, but internal restructuring might delay the sign-off.",2025-05-22
OPP-04305,Rogers-Cook,Logistics,AMER,127980,Discovery,Partner,Technical gap: missing multi-currency support in the dashboard.,2026-02-04
OPP-04306,Gutierrez Ltd,HealthTech,EMEA,111589,Closed Won,Webinar,"Budget is approved, but they need an API integration for Python.",2026-01-22
OPP-04307,Oneill Ltd,SaaS,APAC,126806,Closed Won,Partner,"Great call, but internal restructuring might delay the sign-off.",2025-07-26
OPP-04308,Clark and Sons,SaaS,EMEA,235058,Discovery,Cold Outbound,"Budget is approved, but they need an API integration for Python.",2025-10-04
OPP-04309,Fuentes Ltd,HealthTech,AMER,176437,Qualification,G2 Review,Decision maker is hesitant about the pricing structure.,2026-02-23
OPP-04310,Hall Inc,AI,EMEA,65996,Qualification,Cold Outbound,"Budget is approved, but they need an API integration for Python.",2025-11-07
OPP-04311,"Kelley, Wood and Weber",HealthTech,AMER,245630,Proposal,G2 Review,"Great call, but internal restructuring might delay the sign-off.",2026-02-07
OPP-04312,Schmitt-Hancock,SaaS,AMER,107791,Qualification,LinkedIn,Decision maker is hesitant about the pricing structure.,2025-08-25
OPP-04313,Jordan-Matthews,FinTech,AMER,230381,Qualification,Webinar,Decision maker is hesitant about the pricing structure.,2025-04-07
OPP-04314,Richardson-Skinner,Logistics,EMEA,122734,Negotiation,Webinar,They are comparing us to a local competitor in Berlin.,2025-05-02
OPP-04315,Gordon PLC,FinTech,AMER,137933,Qualification,LinkedIn,Decision maker is hesitant about the pricing structure.,2025-06-03
OPP-04316,Cook Inc,SaaS,EMEA,123818,Proposal,LinkedIn,They are comparing us to a local competitor in Berlin.,2025-06-22
OPP-04317,Ellis-Dunn,Logistics,AMER,151724,Negotiation,Partner,Technical gap: missing multi-currency support in the dashboard.,2025-08-04
OPP-04318,"Ross, Callahan and Rose",AI,EMEA,59078,Closed Lost,Partner,Customer requested a 15% discount; Finance approval pending.,2025-11-19
OPP-04319,"Haas, Castillo and Perkins",FinTech,APAC,19660,Negotiation,LinkedIn,"Highly motivated, looking to close by the end of Q3.",2026-02-28
OPP-04320,Cooper LLC,Retail,EMEA,89129,Closed Won,Partner,Technical gap: missing multi-currency support in the dashboard.,2025-05-07
OPP-04321,"Patrick, Webb and Byrd",SaaS,EMEA,179692,Qualification,Webinar,They are comparing us to a local competitor in Berlin.,2026-02-04
OPP-04322,Brown and Sons,FinTech,AMER,110621,Qualification,Partner,They are comparing us to a local competitor in Berlin.,2025-06-11
OPP-04323,Brown Group,FinTech,APAC,230634,Closed Lost,LinkedIn,Customer requested a 15% discount; Finance approval pending.,2026-01-11
OPP-04324,"Copeland, Black and Hanson",FinTech,EMEA,126809,Discovery,Webinar,"Great call, but internal restructuring might delay the sign-off.",2025-05-25
OPP-04325,"Meyers, Webb and Johnson",Retail,APAC,151159,Discovery,G2 Review,"Budget is approved, but they need an API integration for Python.",2026-01-28
OPP-04326,Marshall-Sanders,Retail,APAC,214955,Negotiation,Partner,Decision maker is hesitant about the pricing structure.,2026-01-21
OPP-04327,Nguyen Ltd,SaaS,AMER,135855,Negotiation,LinkedIn,"Great call, but internal restructuring might delay the sign-off.",2025-07-24
OPP-04328,"Lewis, Carpenter and Wright",HealthTech,EMEA,20757,Proposal,Cold Outbound,"Great call, but internal restructuring might delay the sign-off.",2025-04-21
OPP-04329,Smith-Brown,Retail,EMEA,193542,Negotiation,LinkedIn,Decision maker is hesitant about the pricing structure.,2025-08-16
OPP-04330,King-Wong,AI,EMEA,141018,Closed Won,Partner,"Highly motivated, looking to close by the end of Q3.",2025-03-31
OPP-04331,"Higgins, Smith and Carroll",Retail,AMER,231754,Negotiation,LinkedIn,Decision maker is hesitant about the pricing structure.,2025-07-11
OPP-04332,Clark-Campos,AI,APAC,99528,Discovery,Partner,Decision maker is hesitant about the pricing structure.,2025-06-26
OPP-04333,"King, Bailey and Jones",Logistics,EMEA,159303,Qualification,Webinar,"Highly motivated, looking to close by the end of Q3.",2025-07-30
OPP-04334,"Stewart, Villa and Lester",FinTech,EMEA,203118,Discovery,LinkedIn,They are comparing us to a local competitor in Berlin.,2025-03-14
OPP-04335,Martin-Taylor,HealthTech,EMEA,75486,Negotiation,Webinar,Decision maker is hesitant about the pricing structure.,2025-09-02
OPP-04336,"Bradshaw, Warren and Murray",AI,EMEA,134028,Closed Lost,Cold Outbound,"Highly motivated, looking to close by the end of Q3.",2026-01-06
OPP-04337,"Washington, Clark and Garner",Logistics,EMEA,197354,Negotiation,LinkedIn,Customer requested a 15% discount; Finance approval pending.,2026-02-06
OPP-04338,Dominguez-Thomas,SaaS,EMEA,184672,Qualification,Cold Outbound,"Highly motivated, looking to close by the end of Q3.",2025-09-19
OPP-04339,Hunt-Shelton,FinTech,APAC,196321,Qualification,Partner,Customer requested a 15% discount; Finance approval pending.,2025-08-25
OPP-04340,"Brown, Patel and Norton",FinTech,AMER,106679,Closed Won,Webinar,"Great call, but internal restructuring might delay the sign-off.",2025-12-13
